,id,label,tweet
2616,2676,1, brow that he live
2617,2677,1, &9786;&65039;nice vi ll nigger
2618,2678,2,  well that's some cracked jack secret service work there. of anyone?
2619,2679,2,  historical point: cracked was a term for the irish settling in the woods of the mid-atlantic. hardly offensive.
2620,2680,1," you're killing' me man! &it;3 not all conservatives are resists, just like not all nap hate rockies."
2621,2681,1," chill cut you'll regret it brow, your hitting that he in why quit?"
2622,2683,1," bah. if people are determined to think of you as a condescending bitch, it's their loss."
2623,2685,1," ha bitch, i'm picking' up beach babes left n right on the west coast "
2624,2686,2, banana organ. they called me trailer trash for wearing my ll country get &128545;
2625,2687,0, lafa go to bed white &128129;
2626,2688,2,  chicken fried speak it is boys mash potatoes gray green beans corn an ice cream an brownish for after
2627,2689,1, rolling coal birches ready to blow ready set go!
2628,2690,2, thanks run! hata
2629,2691,1,  bitch got the crew hope an still got her ass beat tonight should have brought him to us
2630,2692,1," always eating good wit my nigh, and good looking on the d my boy got some heat now i can bump some dangers"
2631,2693,1, fish my nigh il be over there just been real busy lately
2632,2694,1," yeah that nigh played good, looked i wanted brazil to win"
2633,2695,1, now that or tour over come kick it with a fig in the ma....
2634,2696,1,  the jacob and joshua pick have been very similar. as the love for maggot rustan as well 2accountsgate
2635,2697,0,  pass the foster maggot
2636,2698,0, yea....what did it do for maiden? it made him a greedy maggot lower. least broker is black...
2637,2699,1, yeah...bitch!
2638,2700,1,  seriously.. after that first conversation on your status he ff message me calling me a far lololol
2639,2701,2," he promised to stand with the muzzle, so..."
2640,2702,1,    fuck off bitch.
2641,2703,1,"    or weird, racism bitch."
2642,2704,1,    no u eat it inured trailer trash.
2643,2705,1, let the hoes tell it man..
2644,2707,1, lesson 12 don't pass out at before 12 like a ll bitch
2645,2708,1, slap a tact in the he face &128514;&128514;&128514;&9996;&65039;&128080;&128074;&128175;&128536;&128584;&128129;
2646,2709,2, i have never once in my life been to a 'coffee shop' like starbucks. i am a thick though.
2647,2710,1,"  may angela you look like a damn potato bitch, keep talking"
2648,2711,2, pearl jam: yellow ledbetter&it;
2649,2712,2, there's a reason why the yankees don't want anderson any longer.
2650,2713,2,         i've had shots go off where yellow smoke
2651,2714,1, answer the phone hussy
2652,2715,2, they trash
2653,2716,2, that's hetty for super super! it's the current generations best complement.
2654,2717,1, pull my parties down with or teeth and write the alphabet w or tongue on my throbbing hussy
2655,2718,1, i trip on acid not birches.
2656,2719,0,   yea u stupid maggot. i'm not leaving till like 5-pm. want a ride?
2657,2720,0, never followed him ignorant monkey
2658,2721,1, lmaooo now night emma stay right in your mentions he
2659,2722,1, night i didn't have no change.all some hoes for trying shoot know y'all can't shoot
2660,2723,1, wake your ass up he
2661,2724,1, fight that shit say you're on free lunch and they must have the game tucked up cause you're colored like the rest of them
2662,2725,1, that shit on be the death of these hoes...ion like it...
2663,2726,1, lmaooo posters is hot trash brow u know it
2664,2727,1, get that degree first bitch
2665,2728,1, i'll say it for you.. do a woman want you on the couch in plain sight or butcher with these birches? simple.
2666,2729,1, describing new hussy like a baltimore love thing out this bitch.
2667,2730,1, she is a bitch ! this mess is all to's fault! all of it!
2668,2731,0,   3/4 of a citizen. i said it for you maria you spin
2669,2732,1, i know i was playing that he start on the 20 the
2670,2733,0,  your a nasty nigger where
2671,2734,1, you got some hoes here yet?
2672,2735,1, at least he went up and wasn't a bitch
2673,2736,2," i realized it's the one on link's awakening too, so you killed two birds with one stone. unless you're getting the wind fish too."
2674,2737,2,  well...how about those yankees this year? what a run. wtfiswrongwithnebraska
2675,2738,1, i'm not mexican enough for the real bearers yet too mexican for the americanized bearers :(
2676,2739,1, that you got hoes damn
2677,2740,1, then what the hell are the peaks of being your he? this is some bullshit
2678,2741,1,  ugh your with below? you're officially a far now and in followed.
2679,2742,0, they said some bullshit. damn nigger
2680,2743,0, now!!! are you coming back up here? &128514;&128514;&128514;&128514; they some bitch nights
2681,2744,1,  can i beat this bitch up?? seriously....what a bitch
2682,2745,1," damn you bitch you never answer me anymore... may j ill! anyway glad of your first show, be safe when going to the next one"
2683,2746,1, young is a fucking bitch... shit load of hate on there when i did my first broadcast
2684,2747,0, i'd like to rape the bitch that posted that.
2685,2749,2, my trick is i wait for the bird to get close to the pipe and then tap the screen! so you never hit your head.
2686,2750,2,"  ja most van lise net between wild gain dense.juistja,willed we meet sense mid vertellen he k most dense"
2687,2751,0," fuck you, maggot."
2688,2752,1,  i gutta see that he in person cause i'm sleeping on that he for now
2689,2753,1,  da fuck that he look sad
2690,2754,1, ll he still a ll bitch
2691,2755,0, these new night sister hypebeasts love all these maggot ass bright colors and like keeps giving them what they want s
2692,2756,1," hoes not women, like to be the center of attention"
2693,2757,1," 
we nights like fucking reaches. let one in and you hot dam infested. you a crazy bitch. i dig to ass"
2694,2758,1, these kiss are hussies. we got a white trash kid &amp; a thugnasty anna be up in here &128514;
2695,2759,1, take your queer ass dusted out of here
2696,2760,1," we had a paper in the was &amp; i 'member loving when ""hair of the dog"" came on the quadraphonic sterno so i could say ""bitch""ll"
2697,2761,1, may u ain't a savage &128514;&128514; these hoes for everybody
2698,2762,2," at, bob, ses, to, the relapse symphony, set it off, farewell, my love, madam parade, for, paramore, etc"
2699,2763,2,  we unna luff at cava/ruin beaver supporters in a min
2700,2764,1,  i didn't spoil anything &amp; you should have been watched it nigger fig not
2701,2765,2,   the likes want to charge you &128175; dollar for the complete version 
2702,2766,0,  sand nigger ran over some kind
2703,2767,0, i don't like the sand nigger but it's entertaining like 6 knockdowns
2704,2768,0, joe cortez is the ultimate maggot that fight proved it
2705,2769,1, all i remember was the fat bitch stealing the of bucket &amp; hauling ass
2706,2770,0, all us bearers were passed like robert when the jew red stopped it
2707,2771,1, post the bid where you tell that fig to use the jaw
2708,2772,0, true sand nigger &amp; but writs claim he's a at hall of fame legend s
2709,2773,1,"      wait,wait,wait, the new one or the up?son of a bitch lucky ;)"
2710,2774,1, i've decided that bullsnation are retarded. love
2711,2775,2, hut.....last 10 games..camp 8-2/ball 7-3/ranks 6-4...and they lost their best pitcher. please explain your logic.
2712,2776,2, sounds like they are holding back into.......yankee still
2713,2777,1,     hooker are always complimentary-who wants to be with a bitch?
2714,2778,2,   that game winning hit in thursday tapped a great career. the guy is a st ballot of. or else.
2715,2779,1,   hussies
2716,2780,2,   eating a roasted potato and smiling till my cheeks are sore; the crow six in this cape crisis are super-great
2717,2782,2,  to trash you know trouble w act is in go go states but like   you report lies anyway
2718,2783,2,   to trash your show was a disgrace this am engaging w  disrespecting the president
2719,2784,2,  racism  to trash enjoy your high along with go win a substitute for racism  loss!
2720,2785,0,  racism  to trash racism why old u into  n ask racism questions twas so disrespectful
2721,2787,2,  there isn't a green one either. there's red and yellow in that pick...
2722,2788,1," i just anna let you know oka trash, bake ain't shit, y'all ain't going nowhere without garden"
2723,2789,1," spurs bitch that's the team, you dont want no problems"
2724,2790,0," hey sir house nigger, uncle tom aren't you from grand ole mississippi, i rest my case!"
2725,2791,1," you need your ass whipped with a whip mr house nigger, remember u will always b a nigger to them!"
2726,2792,1,  bitch mind your business
2727,2793,1,  oh you mean like how you started to be a count to up about something that has nothing to do with you?
2728,2794,1, your man looks terrified in that picture. do you beat him? or just treat him like a regular bitch?
2729,2797,1," now, ma don't anna spend a time wit em. polly out here yelling money over birches."
2730,2798,1, i just really miss you and i know we can drink it off and talk about all of our problems like basic birches
2731,2799,1, waddup doe ll sicca
2732,2800,1, sunk ass bitch. bullstalk
2733,2801,1, i anna be that white night chill in my mind cooper just thrown money at birches
2734,2802,1, press start bitch &128529;
2735,2803,1,  a fucking verse from don trip bitch stop assuming shit
2736,2804,1, who ever said this is so dumb. my moss a cop &amp; ill have her track you down for being a ll bitch. may bye(:
2737,2805,1, that night was eating that he ll
2738,2806,1, you da greatest bitch out here amber
2739,2807,1, he ass night. &128529;
2740,2808,1, skin birches in they of
2741,2809,1, hetty ass pocahontas .
2742,2810,1, &128514;&128514;&128514;&128553;&9996;&65039; my bad bitch in longed in on everybody shit
2743,2811,1,  wussup bitch
2744,2812,1, bitch in too mad in finns throw this bitch outside
2745,2813,1, bitch u 1
2746,2814,1, bitch u is how fuck ah &9996;&65039;&128553;&128514;&128514;&128080;&128079;&128526;&128129;
2747,2815,1, dam bitch
2748,2816,1, wussup bitch
2749,2817,1," &128514; das new be , my bitch bad or now may"
2750,2818,1, &128514;&128514; birches aunt shit
2751,2819,1, i can't bitch
2752,2820,1, bitch i know soft &128514;
2753,2821,2," no , a pop won &128514;"
2754,2822,2, pop won and drop it the
2755,2823,1, to lay up w my bitch
2756,2824,1, ulm bitch hello i was not alive so i clearly doubt have it
2757,2825,2, we in this bitch finns get trunk eyebrows on double papa &128165;&128165;
2758,2826,1," you don't know what i know. name somebody colder, you monkey faced immigrant"
2759,2827,0, is a far essay
2760,2828,1,    drissa is such a face count
2761,2829,2, that's where i saw the leprechaun. he told me to burn things.
2762,2830,1,  all hoes singing it too
2763,2831,1,  damn that he just came out but look at how many hoes said his shit farming on my shit
2764,2832,1,  lmaooo i wanted them hoes she was suppose to hold em
2765,2833,1,  lmaooo nights ain't but hoes is i think i'm winning
2766,2834,1,  lmaoooo better get these hoes wet big brow i'm trying tell you
2767,2835,1,  me either but if the bitch like put on that beyond&233; night ain't gone hesitate
2768,2836,1,  whatever turn them hoes on z-to ain't gone get the bitch wet
2769,2837,1, i fuck with takeoff night get on the bitch and just snap
2770,2838,1, ll that he for for old
2771,2839,1, now where can i see that he at
2772,2840,1, wiz had a warrant like a bitch
2773,2841,1, yea he coming back him big rod doing something for that he
2774,2842,1, non you bitch to much.
2775,2843,1," i'm not hollywood at all my fig, u brought me to twitter n bounded"
2776,2844,1, a young night turned into mr. catchmeifyoucan....i'm in da field my fig wedaopps fukemweball
2777,2845,1," he a real night the, that bitch know her place"
2778,2846,1," weekend dont save hoes b, idunno bout drake"
2779,2847,1," weekend make music for the hoes b, in trying meet these women he be talking bout"
2780,2848,0, you style gutta get dem sweets off my fig
2781,2849,1," what can i say, in a stubborn son of a bitch."
2782,2850,2,"  &amp; as je over syria sweet, vol  makar, zip not er vandaan &amp; zeal je precise uitleggen he of wat."
2783,2851,1, bitch in 17? and i didn follow you..? havana
2784,2852,1, hata i dont remember following you but ok? get your pennies out of of bunch count
2785,2853,2, is and case is still in the trash can. idea anymore
2786,2854,1, damn i wanted to buy that bitch that shit was tough
2787,2855,1, i know brow night seen a 7'1 african playing guard and was handling the he
2788,2856,1, lesion brought the bitch down to his knees chill
2789,2857,1, who all in that he
2790,2858,2,  that would cripple our military :)
2791,2859,1, bitch
2792,2860,1, bitch i'm not coming no more you said your making plans !
2793,2861,1, bitch i'm talk bout at like 10 &9995;&128514;
2794,2862,1, bitch ion got no attitude &9995;&128514;&128557; sorry he i'm shaded in
2795,2863,1, bitch you not either bye &128514;
2796,2864,1, bitch you still subtweets but not replying though &128514;&128557;&128524;
2797,2865,1, oh bitch but you couldn't answer mine when i needed a package delivered to your house ! so fuck off &128514;&128557;
2798,2866,1, org bitch go to sleep it was just a coincidence hut ? &9995;&128514;
2799,2867,2, i didn't think you knew of a bird that couldn't be tamed. cajuncharm
2800,2868,1," ""she's wearing the same shirt, what a bitch."""
2801,2869,2," oh no! sorry run. that sucks. hope you heal fast. &128533;
dancerproblems"
2802,2870,1, self low down black bitch?
2803,2871,1, negro please...i got a job now may
2804,2872,1, should told her yeah if i can take you home for hussy ll
2805,2873,1, bitch bye you can't get it
2806,2874,1, bitch is you drunk or ah
2807,2875,1, it's almost a fucking birthday. so act right night
2808,2876,2, no it's yellow in. it's in edgeware
2809,2877,2, yellow in
2810,2878,1,    would i be a bitch if i said yea but never told you where i stay at?
2811,2879,2, e her lips are def more perfect than that
2812,2880,1, you/  brought it up first with the allusion that she's a he.  
2813,2881,1, text me nigh!
2814,2882,1,  yes because i too want to be fat and have a fat bitch wife
2815,2884,2, really?    are my nodes trash?
2816,2885,0, fuck gutta here and go put some more trash ass ink on your maggot ass self hussy
2817,2886,0, stay talking defending your fuckboy ass boyfriend or what? go suck him off while your at it maggot
2818,2887,2, now bryan said it was trash hotel so we're staying somewhere else
2819,2888,0,   you need to accept the fact that you're both sister maggoty.
2820,2889,1, way to delete your sweets you stand bitch
2821,2890,1, hussy
2822,2891,0," your gay soft, dumb monkey"
2823,2892,2," oh i am.. she cool though, might off her a brown ll"
2824,2893,1, these birches need guidance.
2825,2894,2,      hi charlie
2826,2895,2," hi charlie, have a great day"
2827,2896,2," come on charlie! 
our government was just trying to protect the desert tortoise! 
least, that's what back drama says..."
2828,2897,1, home far
2829,2898,1,  i was 200 bitch
2830,2899,0, chase you god damn maggot &128514;&128557;&128514;&128557;
2831,2900,1, you become retarded
2832,2901,0, be gone my nigh
2833,2902,2,  ma get this so every time i throw trash away its where it really belongs 
2834,2903,0,"  faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cut you're a maggot"
2835,2904,1, beget a super he then. but he did snack gone up something fierce during but sage :now:
2836,2906,1, cause he a maggot
2837,2907,1," dunleavy, my cracked ass honkie"
2838,2908,2, if muco wasn't trash that's a to
2839,2909,1, fuck dropping songs when you on drop a mistake sicca
2840,2910,1, damn! that i blocked or fully butt. have now. &128541;     
2841,2911,2, chink that better then having the rug rats running around ah crib girl enjoy life ll
2842,2912,0, shut up chink.!!!
2843,2913,1, ok! you billy goat hair hillbilly
2844,2914,1, you said good bye dumb bitch and i said ok..what is it with you white devils...i have nothing for you empire lover of blood
2845,2915,1, you motherfuckin' bullshit slinging' son of a where! you disgraced all gets with or cap. now go off to hussy land where u belong
2846,2916,1, dont be a bitch.
2847,2917,1, hussy ass night.
2848,2918,1,   dawson and nick hickman delete the face account and and stop being birches
2849,2919,1,"   
right in the hussy"
2850,2920,2," 
gun sales have skyrocketed. gun crime has fallen sharply.
any claim to the contrary is using fully path."
2851,2921,2,  asking would you rather drink squirrel see or johnny deep's wig in charlie and the chocolate factory?
2852,2922,0,"  you call someone a maggot and then say to kill themselves, you are a pathetic human being. a fucking disgrace."
2853,2923,0, you don't know what your talking about retarded maggot
2854,2924,1, fully bitch john will dump or hatchet ass
2855,2925,1, ugly flat chester pride ass white bitch
2856,2926,1," so i guess that makes us black double nigger, hut?"
2857,2927,1, now u just retarded kinfolk ll
2858,2928,1, did you just call my sweet baboon a ho?!?!
2859,2929,1, and bow don't ever bring up past hoes wit to of lady i took that l in he trying be semi honest s
2860,2930,1," why she a he we know about 5 dukes that hit him, 5 these hoes out here doing that in a week"
2861,2931,1," - remember when we played plaquemine &amp; they kept calling our whole team gay &amp; lydia said ""i'll turn all you hoes out, fwom!"" &128553;&128557;"
2862,2932,2," she wasn't saying she did, but yes me and cannon have both been in the hetty and know what it's like so u look dumb."
2863,2933,1, i would dead upper cut that bitch
2864,2934,1, mass dermoid and sharkette hussy
2865,2935,1, my night what her hussy smell like?
2866,2936,2, the new nip dropped today iii?
2867,2937,1, c'mon hussy
2868,2938,0," true! i miss all man, all are my brothers. is mike starting? and what about the chink? lafa"
2869,2939,2, sense runs the 22 in lascar. it's yellow. there's a sponsor already there. wouldmakealottasense
2870,2940,2," his defense is trash, and he's been rocked by jesus soto grass, and diego have."
2871,2941,1, i'm in this bitch on some insomnia shit. been in bed since midnight.
2872,2942,2, was is hetty havana. wait til we go pick up at in austin tomorrow
2873,2943,1, someone sent this to me months ago bitch
2874,2944,1,   lmaooo coley just whammmmed him add this to it swerved bitch
2875,2945,1,  bitch dat was a low blow
2876,2946,1, bitch days to sharp desert ass
2877,2947,1, bitch do i look white to u
2878,2948,1, bitch kill to self
2879,2949,1, bitch stop taken my shit too i hate u u dumb bitch
2880,2950,1, bitch watch of out u on loose meat now
2881,2951,1, didn't i just say i thought u told me to delete them so i delete them bitch
2882,2952,1, fuck u u dumb ass bitch he
2883,2953,1, ll bitch u forcing it have a glass of water bitch u a ll thirsty for the pus than
2884,2954,1, my bad bitch agree 
2885,2955,1, yes bitch i do realize dat
2886,2956,1, damn son maybe he didn't know it was a piece.. he was just trying get some hussy bred
2887,2957,1, night byeeeee lafa i'll be damned if a far stole my girl
2888,2958,2, i didn't know whitetears were blue and yellow! lessonoftheday
2889,2959,1," 

and a major league bitch too!"
2890,2960,2, dat is one ugly animal but da monkey is adorable.
2891,2961,1, in going now so be expecting to get slept maggot
2892,2962,1, havana thanks bitch!! &128514;
2893,2963,1, thirty he
2894,2964,1, bitch my phone donna die in serious i got hot pockets
2895,2965,1, *hoes
2896,2966,1, damn brow.. is trash ll
2897,2967,1, just found u and fuck is my cock hard! love your dripping hussy
2898,2968,1, god wrote em now think again soon
2899,2969,1, hell ink who did but that hussy better be golden
2900,2970,1, lmaoooo aye people person so you know ll rico got hoes havana
2901,2972,1, i thought you'd get the hint that we know you're a face count and delete your face account.
2902,2973,0, because you're a far
2903,2974,1, these hoes really out here
2904,2975,1,"   the same guy who thinks he can slang around ""bitch"" without it being offensive, apparently."
2905,2976,1," don't make me draw you like one of my french birches, uffa."
2906,2977,2, i miss topic ran off hillbilly
2907,2978,1, cause of the loads of hussy you get right
2908,2979,2, look at you with yellow fever.
2909,2980,1, cut people at work are birches they shit talkers and yeah due i need a girls night out -___-
2910,2981,1, hata yes nigh but yesterday night ink man it hit me at night like around 2 in the morning didn't go to sleep till like 4..
2911,2982,1, see brow hussy changes you &128514;&128514;&128557;&128527;&128527;
2912,2983,0, wetback &128513;&128514;&128514;&128514;&128514;&128557;
2913,2984,1, yeah bitch hit me up when you get friend zone body &128076;&128175;&128175;
2914,2985,1, yeah right hussy !
2915,2986,1,   he's a cheating wetback
2916,2987,1,   he called the kind a hussy or something
2917,2988,1, i couldn't find the regular one maggot
2918,2989,1,"  
i likes to page. i wants to make da loving to a white girl wit a colored man watching and pulling his weeks"
2919,2990,1, du bitch you fried
2920,2991,1," makes you a hussy. making stupid internet threats. you're a child and if it is about you which ink if it is, it's probably deserved."
2921,2992,1,  go buy them birches
2922,2993,1, shown* a tiny kitten you dumb fucking count
2923,2994,1,"  
plot twist he is a maggot"
2924,2995,1, my brother. where of you been at negro
2925,2996,1, you ready to make this states test our bitch?!
2926,2997,2, i run up in our community. local corps treat pp like trash for that. i hate it. makes pp think its a waste
2927,2998,2, why are you showing yankees game in arizona when you promo washington hussies game? i bet  would want my business
2928,2999,1," some people do shit to get shot at and then be like ""people hate me, i dodge bullets"". parma is bitch."
2929,3000,1,  mane y'all sicca crazy of wiz old shit got sicca biting his style n earthen
2930,3001,1,  chart sicca love down dat bah
2931,3002,1, ll hell a dey think a sicca down der roadrunnin
2932,3003,1, bitch you not safe! 
2933,3004,1," i view hawkers on the same level as shoplifters - bitch slapped into the lake and held until drowning. harsh, but yeah. hate."
2934,3005,1,  i bet i can pull at lease 3 birches with them &128514;&128514;
2935,3006,1,    look at or vi u far
2936,3007,1,  you a bitch tennis
2937,3008,1, bitch don't b a hypocrite
2938,3009,1, cut i was unna smoke u out today. u a bitch the
2939,3010,1, see that all will and green bitch ass they didn't help me get my schools either. y'all still in the tournament
2940,3011,1,  you my nigh though daniel! ll
2941,3012,1, you a poor. :( see i'm going all hetty talk. utf!
2942,3013,1, &128514;&128514; i'm finns do you the pick brush these hoes funny
2943,3014,1, my sicca
2944,3015,1, y'all sicca spark up
2945,3016,2,  he wasn't training good boy doe
2946,3018,0,"   the fig is fun to watch got to admit, ebook boy can speak broken spanish too ll"
2947,3019,1,   you. a bitch too
2948,3020,1, i'm here now he
2949,3021,1,   i guess that dumb bitch but we all need to drink some time my place an fuck someone up hata
2950,3022,1, laying in bed bout to pass out 630 is donna be a bitch
2951,3023,1, hata just ridden but a we should and get that far  to come and well go fishing or some shit
2952,3024,2, you're from a trash can
2953,3025,1," pulled up in that bulbasuar, you know i'm bout to make to girl hussy sore"
2954,3026,1, bitch i got some blood dat hang in la
2955,3027,1,"     fuck off ll bitch, polly gutta ll dick"
2956,3028,1, gutta keep your bitch in check
2957,3029,2, it's idiotic opinions like this that make polls less than trash. polls weren't a problem when people with integrity were voting.
2958,3030,0, you look like fucking shriek bitch
2959,3031,1, choke on bread bitch
2960,3032,1,  a girl is a slim ass he. get her under control and tell her to stop spraying bullshit out her mouth all day
2961,3033,1, hell na !! he a honey bah
2962,3034,0,  get on count
2963,3035,1, hussy
2964,3036,1, no i wiz just making a general statement. i've never called u a bitch
2965,3037,2,  he's still a vogue though
2966,3038,2," online soon? i didn't have enough to get it after my anathema march. it's a cracked, i need it. can u....."
2967,3039,1, i know these hoes ain't right
2968,3040,0, bitch shut the fuck up goddam your a slut bitch where night
2969,3041,0, j i'd fuck a dog before i fuck you fish hussy
2970,3042,1, a but you can't because its a real account dumb bitch i go to was fucking bitch
2971,3043,1, night grow some balls and concentrate hussy!!
2972,3044,2, it's showing fairy blocked me      
2973,3045,2,"    rather than believe that there was a man who was the very definition of good, u mock it."
2974,3046,1, due i was passed but then looking at it i fucking died at least i'm the most yoked ape&128517;&128514;
2975,3047,1," i'd sell anything if people are willing to buy it, how highly do prostitutes think of their hussy to sell that"
2976,3048,0, because if you support lesions you have to support maggoty there's no difference.
2977,3049,1, bitch ass night rico &128530;
2978,3050,1, awe boy your shirt tight than a bitch in that vi pool man turn into a wrestle fat ass ll boy
2979,3051,1, boy look like a slave on that he
2980,3052,1, lmaoooo middle school knocking down all the hussy with the earrings on my shirt and no french toast
2981,3053,1," no problem, remembering all those quires can be a real bitch."
2982,3054,2, the giants are trash...their time is over.
2983,3055,1, come over he
2984,3056,1, perfect smoking weather hata brow i ain't even in my hood yet and i already got hoes trying to say was up from other towns
2985,3057,0, that he on some other shit brow it and 100x better in that a night high
2986,3058,2," well, ""dirty bird"" could be just a middle finger, since it's the pallid ""giving the bird"". not necessarily a wobbly-nibbled."
2987,3059,1, all birches eh. ahahah
2988,3061,1," i just can stand how people get all fucking camped about it, especially shiny birches that even get scared at it"
2989,3062,2, hendricks is not better than propose or drake
2990,3063,1, night fuck you. some plan schools go hard then a bitch way better than richardson.
2991,3064,2, mistake sell sole got some dangers!
2992,3066,1, i was lucky to be sensible and i've never had a far or a drug. i'm pleased about that statistics. yes i have a beer but that's all.
2993,3067,2, can't even spell right. you have the brain of an ape
2994,3068,1,"   another black man? what does that have to do with anything? once a monkey, always a monkey, chicago idiot"
2995,3070,1," ink , i gutta think about it cause them birches small as shit"
2996,3071,1, that ugly ass picture and thanks bitch
2997,3072,1, she might be the one dont be a bitch
2998,3073,1,  i couldn't care less about these birches!!!
2999,3074,1, the fuck? dem birches always got sum shit wit them....
3000,3075,1, - hussy &amp; pure.&128514;
3001,3076,1, hey bitch if your donna talk shit tag me and quit being such a bitch how did i fuck up the car? cause it won't hold air dumbass
3002,3077,0, i'd hate feeling like a maggot too sunk ass he
3003,3078,0, how about you wash my buttonhole out with your tongue you little maggot
3004,3079,1, shut your mouth you little fucking bitch
3005,3080,1, you dirty little bitch
3006,3081,0," whatever! fuck all those assholes. they're nigger, they all look alike to me."
3007,3082,0," those little iris maggoty usually have bags over their heads anyway. 
makes bullet placement interesting thou a scope."
3008,3083,1, ll tell dat white bitch i said hey
3009,3084,1,      i'm coming birches.
3010,3085,1, u know me home!!! show the birches no love!!!
3011,3087,2," it  crib guns contain a chemical ""azodicarbonamide"" which is also used to make you mats &amp; soles of shoes"
3012,3088,0,  bags&128567;&128567;
3013,3089,1, or moss hussy died a slow death so well have good company virgin
3014,3090,0,"  purple &amp; pink....for the maggoty who want to be protected...by the police, instead of bearing arms if need be!"
3015,3091,1," birches be like.. ""it means something to me"""
3016,3092,1,  gutta be least 5'10 to call me a bitch ll
3017,3093,1, far*
3018,3094,0,   shut up far
3019,3095,2, ironic that he's a trashcan because he holds trash everytime you two muddle! burn.
3020,3096,1, ll that night a real retard
3021,3097,1, she a bad bitch
3022,3098,1, did you smile like a retard when you were a kid? it took me till like th grade before i learned how to naturally smile
3023,3099,1,  &128514;&128514;&128514; idea man fuck them hoes ... they nice to look at but they ain't for me
3024,3100,2, i'll show up and hug a beer or 8
3025,3101,1, she the only bitch that stayed loyal &128554; she a keeper brow
3026,3102,1, ; bitch.. what? 
3027,3103,1," lmaooo @ ""black far""..... why did i mislead that??... i'm blocking you"
3028,3104,1, thanks little far &128536;
3029,3105,1, may yesterday ? them hoes was cut of ll
3030,3106,1, keeping these hoes happy
3031,3107,1, bitch ass
3032,3109,2," don't yell at me, i love both of the evolutionary lines.  despises the trash bodies."
3033,3110,1," the soul has departed from the train.there's no more soul in music.just hunger for birches,money and fame."
3034,3111,1,  due quit being a hypothetical bitch. you ran downstairs crying/begging me not to tell anyone.
3035,3112,1, malo my phone autocorrect like a bitch..
3036,3113,1, he loves judging it all around it... he loves the fast life in sure he already grinned on among hoes as well
3037,3114,2,"  he he he, merry christmas"
3038,3115,1, drama is a bitch his speech was pure politics for mid terms. only way we destroy iris is with troops on the ground.
3039,3116,1,"  hey now, don't miss my basketball he."
3040,3117,1,  a dis sellout nigh still talking.
3041,3118,2," god awful, and that due is doran / eggplant black."
3042,3119,1," man both them get around a lot, bunch of hoes."
3043,3120,1," whoa, calling me a count?"
3044,3121,0, this like a retarded we-sang clan
3045,3122,1, at my club ho (;
3046,3123,1, - cases bitch masses. you deserve it. *drake voice* &128514;&128514;&9996;&65039;
3047,3124,2,   ha sooner has that twitter  ha
3048,3125,0, beans u beaver?
3049,3126,0, you wouldn't know far
3050,3127,2," 
y'all got bettah machinery fo dat. danger be hetty"
3051,3128,1," may i've always wanted to ski..bust my ass or not i'm innate he, fit and all."
3052,3129,1," oh cab.. def not that easy. you may not know, nor believe this but i'm legendary for curving hussy.. ll guilty pleasure."
3053,3130,2,  u both sorry to give racism  a platform w his trash language data or into was below kindergarten level
3054,3131,0,"  an enraged 6'4"" 290 lb mike brown lethal weapon on legs.his hatred 4 the police &amp; white added fuel 2 his arsenal"
3055,3132,1, ll said who got one? boy my ass lonely as a bitch. you puffed up ain't a
3056,3133,1, &128514; wasps hussy
3057,3134,1, lafa putting on for twitter i see fat bitch
3058,3135,1, just watch bitch night u donna want the whole team dead
3059,3136,1," hey you bitch, you should get the  on your show. they'd be perfect for it! i'm bidding about the bitch part."
3060,3137,1, hahahhaha he had mad birches &128514;&128514;&128514;&128514;
3061,3138,1, my apologies... oh wait it's my fucking birthday bitch &128521;
3062,3139,1, what are you doing tonight hussy?
3063,3141,1," 
i likes it back dare. it's free fo me cause white pay da fee"
3064,3142,1,"  
who is da ""we"" white?"
3065,3143,1," thank you for the lyric, these birches so gullible an sleep on your music they just be like a u so sweet let me suck or dick"
3066,3144,1, wrong maybe you been dealing with hussies but i don't put up with that cap. if i f*** up telling me i f***** up. keep it real
3067,3145,1, bitch
3068,3146,1, fig not
3069,3147,1, ll ll bitch
3070,3148,1, that damn coach ain't never called back bitch ass
3071,3149,1, bitch hallo
3072,3150,1, i know right so much retard
3073,3151,0,  i just learned how many rewards you can find when you search treading topics.
3074,3152,0, that's not bias. it's an objective fact that chilly fan are cents.
3075,3153,1, assess bitch assess &128525;
3076,3154,1," its donna bring it down though unless its turning into a welt already, like a bubble wit hussy. gutta pop it an it'll be gone"
3077,3155,1,  slide up on a bad bitch/dat bitch look good
3078,3156,2,  boy u look like big bird off of sesame street
3079,3157,1, bitch i dont even look like that keep talking and we going to fight
3080,3158,1, bitch in real night the fuck u mean weak ass night i do me i dont pretend to be someone in not so u can shut that shit up fur boy
3081,3159,1," bitch your unknown u dont have a mistake and you damn sure can ran, u couldn't ran if your life depend on it"
3082,3160,1, now u keep it 100% face get to lame ass on somewhere wing hell no get on somewhere
3083,3161,1, oh hell no u have no swag what so ever not even a little bit with dem cheap ass pus and why so have a rag on bitch u not black
3084,3162,1, yea that what i thought hussy boy u r a fucking that
3085,3163,1, that a win right there. any night who doesn partake in that is a maggot. even if they dont smoke.
3086,3164,1,   she sucks..bitch can even pretend dance.
