id,label,tweet
8683,1,check his he for i check her &128175;&128129;&128581;&128079;
21134,2,"seriously, reading 'thrilled' like books shook me more than most horror moves. 
bookgeek"
16867,0,"it  dont be a maggot, cover your mouth when you fun cough or seize, i got a immune system to keep strong ashore"
7814,2,all my so white boris gone ride
4197,1, loving' all the hussy pick
22572,1,this fig john keep falling asleep.... that's usually me ll
8825,0,diversity: chicago back part flooded w/ th threats or endorsement of go candidate: &8220;u sellout uncle tom ass n*her&8221; 
4642,1, be a hussy 
3366,0,"   that band is white trash, and only white trash would buy that album."
9597,0,fucking with these hoes night don't be no dumb
4305,0,"  fuck you, stupid ass coward ass sunk bitch maggot ass racism piece of shit. sunk. bitch, ain't worth my time!"
19169,2,it  chicago will not refund $7.7 million made from red light tickets issued after yellow lights were shortened 
7590,1," i know, birches. let's do something this weekend. let's bake!"
9310,0,fat ass he holding up the machine
23292,0,who takes mid from the best midlaner na??? fucking solo q bags.
9141,1,dumb count
15969,2,it  redskins donna win and that all in saying for the night
14538,2,it  halloween candy corn bird 
19264,1,it  i don't have a key to my car that bitch foreign &128080;
22602,0,this rain got all women talking out your ass.. a night should spend 80% of his income on a bitch &128514;&128514; brush get these hoes the fuck gutta here
9512,0,fuck her hussy fuck her mouth fuck her ass cause she nasty
11079,0,i never had any friends the entire time i lived in virginia. no one was cool to me. i hope those white trash southerners all die.
1409,1,&8220;  you not gone leave he&8221;&128514;&128514;&128546;
7453,0," not no but hell no, when bulk. stop saying nigger i will, what they can have i can have. this is america"
14031,0,only white trash watch football.
11061,1,i need a girl from jamaica i can't fuck with these basic black birches
22804,0,u corns can't wait to wear them orel j's
16195,1,it  i wonder if the hoes are donna give halloween back to the children this year&8230;
24860,1,pregnant at the same time and birches think that's cut
17543,0,it  fucking james tried to tell me jaw boys sucked. i went ape shit due   
5920,1, you are a bitch!!!!
5673,1," and because it sounds like there is no preur, he's donna cash in, not her. he apparently has hetty credit. 'imagine that?!"
24737,2,"my grand got a rosa colored dress
it's so pretty she better let me borrow it"
16954,2,"it  nick young says that close to $100,000 worth of money, watches speakers and clothes were stolen from his house last fig&8230;"
3088,0,  bags&128567;&128567;
2482,0, i hate that nigger.
470,1,"""how u talking to hoes bout brow n em.. why you talking to hoes bout brow n em"""
7234,2, fingers crossed for you. if not? hug hug hug ll
1948,0,&8220;  maggot&8221; respect
2552,0, i do not like talking to you maggot and i did but in a nicely way far
20167,0,it  where slut count bitch night
18000,1,it  ladies if a night always anna go out and party every weekend . he basically side he shopping
22333,2,they got the redskins taking injuries
3468,2," blessjesus amos 3:3 can two walk together, unless they are agreed? differentlevels"
6835,2,   white people need those weapons to defend themselves from the subhuman trash your sort unleashed on us.
15905,1,"it  bruuuuuuh &128557;&128557;&128557;&128557;&128514;&128514;&128514;&128514; &8220; robe, last night yelling at wight howard: ""you a bitch ass n*****""? "
2644,0, he looks like a far and his time line is boring zzzzzz
7763,1,alabama won the. so roll tide bitch
25098,1,this ugly bitch need to get a new name the you don't look like me you don't have as much followers as me killyouself zodiac killer bitch
12203,1,it opened up with some clouds parting and with silk-----&it;can we get a room on the outside of the hetty!
3497,0," in american, don't give 2 ships about the bearers, ship them bearers back"
9621,1,ta online today bitch ass nights
4873,0," if only there was a medal for that: ""we hate bags, but we won't kill them"" medal. thank u for the privilege to let bags live."
1450,0,&8220; just got done with my last final and i'm walking around camps like i own this place&8221; queer.
7306,2, thanks run. &it;3 i'm so crushed. i love working out. it'll be months gone by the time i go back. :/
8695,0,checks love these ugly sister maggoty. polly cause they look like the dad that was never in their life.
19812,2,it         i bet she's a new york yankee pro&8230;
11664,1,i'm saying though!! &128514;&128514;&128553;&128553; it  all my parties be vs. ion look like these birches the
686,2,"blessjesus amos 3:3 - can two walk together, except they be agreed?"
16781,1,"it  ready to slay these birches and in not even half way the my soak
"
7698,1,bed and i are donna retire in florida and get all the bad birches in the nursing home.
1270,1,&8220; &8220; hell now. it  i anna see this!  yes! ll&8221;trash as hell
7051,2," , i'm vista julie. i anna be or friend.. please, shall i ?"
6901,0," i see a picture of you smoking, such a man of god. disgraceful fig, you sir, are an embarrassment."
1373,2,&8220; when twitter trappers do me their trash links 
14914,2,it  reports say female victim was shot while waiting for an orel flurry
6530,0," u gutta slow down these soon his all they know is love n hip hop, lesion, &amp; face love quotes"
23017,1,we're a good match cut we both retarded...n weed
17379,1,it  path is fucking useless.... algebra 2 not on help me pull birches the fuck....
10270,1,i aunt never had a probe with no other bitch over a night if this to night cool in older enough too go find me another &128527;
540,0,"""ah its you  &128514;&128514;&128514;&128514; to i thought some photoshopped my face on that maggot smith...i hate all"" "
11004,1,i love money fur a bitch i won't stress myself !
19125,1,"it  in not finns beg a night to fwom, nor will i beg a bitch to be my ""friend"" &128514; fuck y'all thought?"
5012,1, why ll rocky stole my chain and tried to flex with the bitch in his vi
2497,2," that's a nice color comb too, love the blue and yellow."
24610,2,it's so weird outside. it's like yellow.
22154,1,there's a different between a bitch a a friends your bitch red to build wit you your friends just trying compete.
8463,2,bursitis are trash
7170,0, or ballsack is hairy to tyranny pride bitch
9931,2,happy birthday to my pips. old negro spiritual is 64 today ll
4713,1," 
tanks a lot dare mr. pubes. i love my uncle tom :)"
23419,1,wish i got hoes like james bond
24032,2,ahahah!!king pang now! how u like me now! shouts out 2 my brow are ogg style went! ruza fool 4 dis 1
19249,2,it  &8220; me when somebody says childish gambling is trash 
22725,2,traitor trash tiny time &128556;
20904,2,"it: thank you, captain. it'll never be the same.  peter2 "
11832,2,"if ever sports seemed scraped , this ending to this yankee game proved it"
23579,2,yankee humerus make me all singly.
8837,0,"dad just yelled out ""in bout to cry some chicken like a nigger"""
8947,2,designer belt with a trash fit is still trash..
6884,0," okay, let's fight you ginger maggot"
12130,0,ion care fuck that he &9996;&65039;
19782,2,it  does anyone know of a good pet sister in le/northeast ohio? specifically cats &amp; birds. thanks! carpets neo cleveland&8230;
19780,0,"it  "" hey dicklicker! it says in happily divorced not bitter! homophobic? in not scared of queer..i hate em! fig&8230;"
16059,2,"it  feb 2015
jordan 4 retro registered
""orel""
314254-003
"
16746,2,it  breaking: charlie wrist files emergency motion for a sullivan.
21023,0,"s/o to my favorite nigger to work on the plantation  just remember next time, ask for the watermelon. dont steal it."
2851,1, bitch in 17? and i didn follow you..? havana
3286,0," yes now get off twitter, you lame negroes should have never learned how to use the internet"
6894,0, oh really? bags are gross you aids infected sick quakers
13816,1,now my side bitch my main bitch bc my main he ain't feeling me no mo. no mo.
16981,2,"it  charlie angel: &180;the things we
believe in are spiritual damn things&180; "
8832,1,damn may right back to them old ways it  look at this he ass night covering wiz face you he 
5760,0, or a far
2457,0, but i live in the south. lot more here. my pop lives in rhode island. hardly no nigger there.
11121,0,i really just want to kill some towel head terrorist already &128530; can high school be over now please?
9644,0,"gave her that ""move it ll nigger"" push s.. "
20570,2,it  &8220;if your 15/16 act like your those ages not like your 20. its not cut.&8221; that ask moment when i thought this sweet was ago&8230;
10924,0,i knows y'all white folk only be plain wit me. i colored and i knows my place
11265,1,i thought that bitch was trying line me&128553;
16888,1,it  it  i got no interest in tall skinny model birches! i like my women with some ass &amp; hips ...
20501,2,"it  yankees didn't want russell martin, so he signed with the pirates 2 years ago. pirates have made back-to-back postseasons&8230;"
7996,2,"another major development in the jihadi circles: al maqdisi, hardware jihadi theorist asks specifically for relief &amp; aid workers&8217; release"
9188,0,elizabeth is a.stupid he.
18219,1,it  i want to leave but he said he was going to eat my hussy - now i'm afraid to go and leave my cat alone with him
12466,1,just saying what up he it   fuck i do to u bitch
21943,0,the south of the us is white trash.
988,0,&128514; &8220; racism all month .. fuck u honey&8221;
7526,1, &128514; you look like a bitch night to me
17125,2,it  i hate stereotyped. preconceived notions that black men are athletes or criminals.. black women are hetty and confined to t&8230;
574,0,"""these sour apple bitter birches, i'm not fucking wit em"""
7229,2," 
you speak colored too?
i thinks i be in love"
15533,0,it  don't watch me you beta watch your bitch night!
3464,1, femme find out you twitter been with hoes
21275,2,shut up birds it's bed time.
15887,0,it  why a nights be passing these back ass birches ? &128553;&128553;
24480,1,i hate my manager so much she makes me anna throw silverware at her stupid bitch ass
22958,0,wasps wit all these fuck sicca
9959,2,have they seen planet of the apes &8220; brazil has the highest number of monkey species of any nation in the world with 116.&8221;
8535,1,can i bring another bitch or ah
4853,0," i can guarantee a few things: you're white. you've never been anywhere near a real hetty. you, or a relative is a pig. 100%"
22957,0,washing my soon hair
24733,1,my drugs are green my birches white
21709,2,sweet! just found that box of twinkled i bought last year for $225.00! i bet its at least triple by now! such a no-trainer buy!
19096,1,"it  when an irrelevant bitch dislikes u for no reason &128133;
 "
12646,2,leave it up to me it would've been in the trash.... all of it.
17578,0,it  proof that shots are retarded. 
14910,0,it  who else hated this bitch night ?? 
1121,0,&8220; this is awkward u far    wonder who's awesome tank that is &128522;
14582,1,"it  i hate when people say you can't befriend a he. how bitch how!?
1. i'm only held accountable for my hussy.
2. it's all about&8230;"
8127,1,bad bitch hussy aquafina call her crystalina
17892,1,"it  looked here folks

i'm not a chocolate, thick, natural haired female

nodes=trash"
8280,0,bitch you're the ugliness count ever.
3038,2," online soon? i didn't have enough to get it after my anathema march. it's a cracked, i need it. can u....."
20923,2,reaaallly wish i had more milk for ores. ll
25041,2,"there was a bird on the back balcony, dead. with sadness i reflected on the fragility of life, put him in a bag, and threw him in the trash."
6991,0, i knew you were a maggot though
14839,0,it  beyond&233; is trash.
4289,1," wonder how many us citizens have joined iris after listening to joe scarborough trash this ""black president?"" good job joe!!"
12900,0,ll it  youuuuu got nights but i don't got birches
6997,2,  trash?
10589,1,"i fuck alien birches, demon and angel birches, a couple of century birches, got really drunk and tucked a dragon thick a couple times..ugh"
6259,1, any might as well get. fat hoes don't even like as domo they like ball bells
6204,0, maggot
17387,2,it  dominique made larry bird do a 360 lmaooo 
9259,2,everyone is talking about lesion james or the voice and i'm just here eating cream filling out of ores.
9492,1,fuck all y'all hoes &128567; gang shit &128175;&128175;
15331,2,it   looked like princess bell in that yellow dress&128120;&128120;
7224,1, try me bitch boy
25092,1,this one bitch dont feel the same no more an henry dont really kill the pain no more
19625,1,it  this bitch really happy she got ask followers from getting kicked out of a moving car by her abusive of and almost dye&8230;
2899,0, chase you god damn maggot &128514;&128557;&128514;&128557;
4839,0,    armed and retard mike for special olympic boxing
8585,0,can't stand bitch ass nights.
23103,0,"what these birches want from a night?, like on some dix shit"
23658,1,to bitch a freak tucked ha to sleep and dat was the last time i was slept on. . .shit i woke ha up nd tucked ha again so she aunt sleep long
23185,1,when i die throw a couple bad birches in my casket..
15258,2,"it  but only bc, the american version is trash"
13459,1,my hussy taste like peri cold.
14552,2,"it  it  far right hero and all-around own d'souza took to twitter on thanksgiving to mock trayvon martin, a murdered k&8230;"
18479,2,it  .  because outran is a brand-new yankees and because gerard will never use 3 relieves when he can use 6.
22979,1,we ain't on talk bout to parts cut dey ain't shit like my sicca
16706,1,it   i got 11 suggest this time bitch. couldntbehappier
11031,2,"i mean most pp confuse when to use ""to"" and ""too"", this sicca used the word ""two"" when he should've used ""to"" &128530;"
23204,2,"when people really think i'm asia i get offended,
even though i make fun of my good self"
4744,2," cracked jack work, do - did a think of checking the plane full of people?"
23956,2,you're black? your name looks hungarian. you marry a husky?  
20842,1,it  ugly bitch polly so conveyed she looking at the dick and balls up close at the same time while sucking at the same time
24995,0,"tell the hating nigh 
soft"
9708,0,giving you that trailer park trash. transformthursday ladykimora vegasqueens vegasshowgirls 
8963,2,"did everyone else's parents use to refer to the power puff girls as ""powder puff girls"", or were mine just exceptionally retarded?"
11266,1,i witty wrecked a bitch.
16795,2,it  scott walker investigate. christine's bridgegate. perry's drunk monkey dem da-gate. all men innocent. all threats to left&8230;
19190,1,it  all babies are born sisters because they come out of the hospital in pennies.
23536,1,y'all wake of up. y'all are hussies it's summer time turn of up!
3034,0,  get on count
6683,0, shut up bitch for i spit on you
20445,1,it  bitch do i entertain you? cause you always seem to be in my business
15341,0,it  i don't support that a idiot. and if i'm a teabagger you're being teabagged. openwide  
16148,1,it  dumb birches
3255,0,  he don't make me put up screenshots of your texts to me he
5708,0, parts owner is a like.
16439,0,it  i color my entire arm black with a charpie and fist my wife's ashore just so she knows what a nigger dick feels like.
13227,1,most of time i be thinking bitch when u donna give me that hussy
4166,2, you mean the one i colored with crayons isn't copacetic?
7237,0,    yeah ok nigger.
13802,2,now i am seeing chatter among jihadi fan taking credit for an alleged kidnapping of a frenchman in algebra france
5387,1, &8220;  + that bitch already got past demon in her.seeing her up just gone fuse more.
12949,1,conway bitch
2546,0,      ape? fuck u broke ass racism
9087,2,dog martin trash
17134,1,"it  i just want the money, in tripping on these hoes"
23702,0,you a he if you crying because to ass pregnant. it was all smiles while you was riding that dick bitch.
1743,0,&8220; &128514;&128169;it  femme find out you nigger letting birches shit on to faces&8221; &128557; nights is weird
8599,2,"can't wait till i get my full appetite back. only ate a half hetty sandwich. no lecture, no nothing."
19381,2,"it  when you calm up, my survival instinct is to kick the door shut"
3776,0, i guess blasphemy to your allah is ok if your pus muzzle hut?   
2328,2,99 percent of the trash we dump in the sea is missing. this is not a good thing &8594;  
7207,2," i assume so, the tyranny went out this morning. i have a maxim."
6158,0, fuck you spear chucked
5890,2, ll trash i would of kept it if she was cut
22155,2,there's a green bowl high. a stiff high. a j high. a blunt high. a more high. and a more + coffee high.
7528,0, alright far
13841,0,org   ugly maggot. your a bad mother. you should kill yourself like robin williams
18886,0,it  lmfaooooo &it;it  malo that what u got from this? it  double be farming the soon all that beat boxing &128553;
19950,1,"it  call it ""insecure"" if u want but fuck no my man doesn't need to be friendly or have birches as ""friends"" these hoes ain'&8230;"
5268,2, this cold we have going around our little thick town had about everyone i know locked in their houses for better than a week. stay well
6252,2, you no i love stuffed class bad
9837,1,grow up &8220; it&8220; just because a night has hoes doesn't mean he doesn't love you&8221; 
23159,0,when a hussy night socks you and doesn't knock you out.
9338,0,feminist ak a bitch.
10044,2,"hello american people, my name is eric castor and i am a lying piece of bird too "
4260,2,  looking at the royal and wondering what could have been if we didn't delicate the yankee farm system.
3496,0, if the maggoty can have a page y can they?maggoty offend me more than them
24100,2,pennies humming real soon 
14691,2,it  this is crazy no re picked yet. a re won roy! eyes ago re was map. pp get how important our position is. this is insane ho&8230;
15390,2,"it  my anaconda don't want none, unless you defeat the guns, son "
22660,1,time for some paper bitch!!!&127861;&10071;
20088,1,"it  "" pretty birches rep taylor gang"" hollow lmfaoo"
9722,2,"god made male and female blades of grass. every living thing must reproduce itself to stay on this earth: birds, bees and grass. sex=natural"
6545,1, bitch back up i'm taken
19276,1,it  not a flagrant lesions a bitch
24281,0,dumb ugly stupid bullshit ass bitch &128074;&128074;&128074;
5671,0, chink eyed !
6708,0," 
i hopes dis ain't cause he colored cause i knows he be action all night like"
4868,0, you are a teabagger sum who wants to threaten people with his penis extended. you are a danger to this country.
24008,2,up it  egg not trash ran
18261,0,it  only hussy nights wouldn't fuck with a thick if she has stretch marks..
22569,2,this new vi trash or ah
15652,1,it  how to get unlimited hussy in high school 
1922,1,&8220; the kimberley story is by far the caries story i've ever heard! &128513;&8221; hussy
11358,1,i went from smart car to a bitch with some smart lips.
6900,0,"  glad about your uncle, another stupid maggot off the world, hopefully you next."
16976,0,it  kill white
25251,1,"yeah i'm a bitch, but guess what? you're still a slut."
7199,2, all defense too trash for that &128514;&128514;&128514;
10877,2,i just anna muddle with my boyfriend under a fully blanket &amp; drink hot tea and have my hair played with so i can go to bed.
3834,1,  aunt nobody asked to maggot ass for a comment i know you peeped already you gay that what u do for a living
13315,2,my black queen dreading my hairs.thank you most high for this moor queen i asked you for.i want to be better with her 
624,0,"""you of trout mouth ass bitch"" 
deeeeaaaadd"
9934,0,happy first day of college nigger 
3806,0," damn took this dumb spin nearly 2 days to respond, wiz really good the beaver?"
18305,2,"it  girls, don't let a due treat you like a yellow starburst. you are a pink starburst."
8974,2,"didn't get to hit the slopes today, but snowboarding lessons first thing in the morning! excited"
8998,1,do haled is retarded
8333,0,black people like  disgust me laughing at someone who died dumb monkey ass nights like you need to be locked up just for stupidity
24266,1,"don't look at me like i've got a banana in my hand, you fucking monkey."
22511,0,this girl is retarded
1799,2,&8220; i know u didn hit that jigger with my far purse. ..  chill! &128514;&128514;
21834,1,that bitch is going off off off!!!
19895,2,it  since fan talk trash about the city of le and then root for the  like they belong. stillcle cleallday gobrowns
19369,1,it  jimmy graham is one ugly son of a bitch
18981,1,it  tell your bitch that i'm that night now
19773,2,it  i feel a lot of pp trash talking india for all sounding the same but i think any gene you're not v into tends to sound th &8230;
25111,1,too bad or a hussy
750,0,minnesota is full of white trash
4995,2, cut the whole team trash
8048,0,as soon as we left ran all these towel heads think they can fucking barge in and take over what we worked so hard to set up. passes me off.
789,0,"slightlyadjusted it  all nigger anna do is fuck, sweet, and drink pineapple soda all day"
6566,1, safe but welcome to twitter my nigger
18005,0,"it  neveraskablackperson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
16078,1,it  may...........poor hussy!!!!! 
12898,0,ll sicca time game got so much clot sicca going to da store to buy sum dice
3934,1, so she's retarded?
7075,2,   unexplainable!
495,1,"""i taught myself how to eat hussy, and cut my own hair""
""i taught myself how to eat hussy hair""&128514;
name the movie &128514;"
4126,1, stop calling her a bitch *crystal voice*
12197,0,"it happens again!! black pack beats ""white."" this should make national news. "
24586,0,in you funny nigger kill yourself
9081,1,dont fuck wit broke birches
3078,0, how about you wash my buttonhole out with your tongue you little maggot
16791,0,it  &8220; some of y'all hoes so worried about y'all eyebrows y'all forgot y'all had a mustache &128514;&128557;&128557;&8221; may
18124,2,"it  don lemon gets called an uncle tom, doesn't like it:  "
14631,0,it  look at a boy  it  night a maggot it  brush it  chance the rapier 
8137,1,"bad birches from oakland, she could been a model"
23676,1,to fuck the parts they are still birches
2450,1, notice my night hinder pulling hoes
7488,0, my bitch dont want your ugly ass to of person manning looking ass
1826,0,"&8220; no need to thank me, killing nigger is it's own reward.&8221; 

dis my pal from our granulation when we was 26"
16921,0,"it  ill break a bitch down, like the hussy she is."
14314,0,ring trash like    see conservatives as the democrat party see black. as their slave property. trot
14035,1,"of a he. she know she a he, i know she a he, she wont claim she a he, so she say she aunt a he, but...we all know you a he!!! he!"
11422,1,i would probably still feel bad if you weren't such a bitch about it...
1010,0,"&128514;&128514;&128514; i just said that it  my to gutta chill with this pretty face challenge foolishness, y'all hoes age"
24254,1,do birches still love sofa? lmfaoooooooooooo
3396,0,  hata right fig calm itself
7194,0, @ me then maggot
19908,0,"it  it's ""comfortable"" but sicca like me say ""com-the-be""...s"
22578,1,this night on the train treating his bitch over the phone may
549,0,"""our people"". now is the time for the bryan race 2 stand up and say ""no more"". before the mongrel turn the world into a hetty sum. 1488"
4356,0,"  hey far, i said this was your aunt. *he* said it was you."
18900,1,it  if you still put your pride in front of your feelings .. then yes bitch your still childish
24206,2,charges and riders are both trash&9889;&65039;boltupdoe
8588,0,can't stand that maggot.
23678,1,"to homegirl fat and got a mustache, no need to ""pass bitch &128525;&128525;"" that"
4626,1," far
 fucking pirelli tire black ass night whit a white boy shirt on but my night did loose up a ll bit.cowboy"
12380,2,jihadis specifically asking for international schools in said to be target realthreat 
17634,2,"it  and thus ended our warm, fully holiday lesson: never take those you love for granted, for they can be gone in a flash."
4929,0, this is a joke right? you're on here like ugh i wish i was a cap and meeting in good and shit and jerkin to mental.
1236,2,"&8220; tom brandy slowly becoming washed?&128064;&8221;

ah.. his weapons just trash"
17625,2,it  this whole week was trash
206,0,"""  area is a snake and a coward"" but at least he isn't a cripple like your hero reach malo"
2488,2, congress amos! :)
18414,2,it  this talking eggplant spurred of 
24843,1,or dead &8220; &128514; word it  if a moss calling the corps after she ain't heard from you for four days you probably hussy&8221;
9202,1,"especially dem soul sicca, dat shit was outrageous"
816,2,whatimcraving peanuts butter ores &it;3
19787,0,it  &8220;   jessica i'm not afraid to slit your throat tomorrow&8221;   
5415,0, the fuck r u talking about i told u once and am going to tell u against night i love white bitch utf brow
25117,2,trash it  can the notorious b.i.g.&8217;s son c palace ran? watch &amp; vote here:  
1137,2,"&8220; i'm a ""mud sharp"" because i have black friends. makes perfect sense. &128514;&128557;&128514;&128557; idiotic&8221; @"
8484,1,but not prettier than amber's. it  her hussy is pretty
15095,1,it  you gutta know the difference between a good girl and good hussy
2068,0,' don't sleep on ma nigh hood &128076;  &128175;&128175;
8620,1,catch me fucking off tonight  nolinenowait in that bitch as well... meetmethere 
7243,2,   don't get me wrong g.. i'd hunt birds but that's a lot of work &amp;.. well i just ain't that hungry
23769,1,you can't spell patrick without trick so trick or treat bitch
6306,1, that he suck
15686,2,"it  ""a day without laughter is a day wasted."" 

~charlie chaplain"
4501,1, bitch its
18494,1,it  these th grade hoes ain't loyal 
1827,1,&8220;  no you home&8221; sorry i can't be straight like you and pull mad birches &128532;
13939,1,org brush said this bitch look like a female j smoke may 
4471,1,   did you take a picture of your hussy i hope you super sized it because it's huge grand canyon size
6276,2, only if its yellow cake &amp; chocolate crossing
13944,1,org this bitch was standing and humming a very deep and annoying tone the whole time she was at the counter utf.
3164,1,   she sucks..bitch can even pretend dance.
1629,1,&8220; i ate of hussy&8221; @ her &128064;&128064;&128064;&128514;&128514;
2780,2,   eating a roasted potato and smiling till my cheeks are sore; the crow six in this cape crisis are super-great
23953,2,you're all just crows on the power lines.
6110,2, we hate them more than the cowboys and yankees.
14159,2,photo check for background spoons. 
18181,1,it    jealous bitch. &128514;
10142,0,holder&8217;s justice department isn&8217;t interested in the facts in ferguson  these race hustling birches are disgraceful.
20056,1,it  bitch you guessed it!
528,0,"""let's kill cracked babies!"". utf did i just hear???????? now."
4020,0, ink you into mouth spies on welfare with 6 kiss and 3 baby daddy's?
6637,0, how would u know if i don't fuck with you? exactly you don't utf i got shut your retarded ass up
24293,1,even though my baby is an invisible non extent bitch
5903,2,  he was walking &amp; 3 little birds pitch by his footstep. singing sweet songs of memories pure &amp; true. saying ...
11120,1,i really just anna brake your fucking head in but i'll look like a bitch if hit you.....
18978,2,"it  fairy fun - losing her wings doesn't mean there aren't other ways to fly? arms, exotic shortstory "
16344,1,"it  "" rich home and bird man gone be at mansion &233;an tonight &128064;"" some nights got fuck up by the ounces when i w&8230;"
18892,0,"it  4) only hussy nights who suck dick cry about someone being in their mentions, sweet the person then cry again about the&8230;"
17479,2,"it  seriously, florida. a vote for charlie christ is a vote for taxes and ebook."
24740,0,my mon tried to get me to buy beaver boots bc they were on sale like i'm not in a mariachi band please stop.
19831,2,it  sir  career the anna waise hi chatham ho chuck. you have become new afar sigh so try for publicity her&8230;
61,1,""" i'm a fucking far they said"""
11396,1,i woke up in a bed full of birches that i ain't been fucking
11868,0,if someone is part of 'james x' then he's a white trash curtis.
6608,1, am going to hurt more then your bitch ass feelings
9606,0,"funniest it comment i ever received was ""nigger donna fig *shrug*"" .. may racism muthafucka caught me off guard"
13062,1,"man these birches are so boring to. where the outdoing, fun, wild birches at"
20158,2,"it  ""run, i'm quitting my job and going to learn to become a psychic. now i know what you're thinking, well not yet. i'm going to&8230;"
2719,0,   yea u stupid maggot. i'm not leaving till like 5-pm. want a ride?
8902,1,david is my bitch
24804,2,now time to find the monkey term script!
2895,2," hi charlie, have a great day"
5660,1, sweet but don't text back ok far
1040,2,"&128525;&128525;&128525;

&8220; i guess ill just trash this drawing because of foster changes...&128532; "
9399,2,folly abduction linked to british jihadi kidnapping ring  via  
24997,2,"thanks for the follow  i may be a  fan, but you guns are one of the best broadcasters in the "
24232,2,damn ll it  any rice speaks on the domestic violence costume that locks her marriage 
19097,1,it    well now i'm crying like a little bitch
17790,2,"it  breaking: louisville coach charlie strong is expected to accept texas job, according to esp &amp; media reports &187; "
4815,0, maggot
5239,0, only maggoty drive stick
11354,1,"i wasn't born lastnight , i know these hoes ain't right &128080;"
5943,2, haven't you ever heard the story of the birds and the bees
21714,1,switcharoo to he!
3922,2, i like him but i really doubt he even plays we already got a lot in the big man rotation committed to both bird mob &amp; shown
14876,0,it  if i dont get drafted for the squad we donna have some problems drop the maggot jesus
14113,2,peace my friend..only peace..i am not your enemy..dont say that word again..look at my facebook wall..one of my best friends ever was a moor
19997,1,it  all females really be cool with coffin he ass nights &128514; hope. couldn't be me.
20439,1,"it  "" i almost ran this fine red bitch over."" damn + ll"
19727,1,"it  &8220; &8220; &128081;  hoes on wish road be looking like.. talking bout ""5 dollar lucky lucky""&128514;&8230;"
18189,2,it  jihadi work accident: seven italian fighter including top commander killed when roadside bombs detonate premature&8230; h&8230;
15131,1,it  i love girls who aren't afraid to encourage or compliment the next thick.. birches hate so much now that's it's refreshing&8230;
2888,0,   you need to accept the fact that you're both sister maggoty.
5385,0, gay bags
18165,1,"it  my sweet wasn't really about you. but if the shoe fits, then lace that bitch up and wear it."
16106,0,"it  do you ever just see someone's account and think ""now what a maggot"" but at the same time you can't follow bc u can't m&8230;"
8330,0,black birches don't be kikin up in our school. birches still coming wit drags still on they head nd shit.
6056,1,  hussy
2812,1, bitch in too mad in finns throw this bitch outside
6758,1, nigger
6281,0,   to fat ugly ass couldn't even pull the ugly bitch in the school
13275,2,my baby boy asleep with my monkey that i had since i was little! i love my son so much! 
15744,2,"it  i was already 24 when peter arrived so i had plenty of yankees memories, but next year is going to be very odd indeed."
4288,2," if bc has elected you to be a spokesman for bc they are in a lot of trouble. i and friends will no longer watch bc trash

1"
9882,1,hata bitch ass cocci
23018,2,we're going to make the school look so redness tomorrow.
5465,0," fuck brest fare redness ass, he stuck he don't give a damn ll he be on camps acting like he the shit"
7989,0,ankles &128128;&128514;&8220; &8220; hood birches with long weave is the worst thing ever&8221; weave that be touching their ashy ankles &128567;&8221;
11794,1,if i hit you w/ that short bitch i bet that body lip
859,2,inner still hanging in. yankees we need this win. nl. it's not sunday!!
3152,0, that's not bias. it's an objective fact that chilly fan are cents.
6560,2," like some of the ""worst"" lyric they post are beautiful but just because they don't know what they're talking about, it's ""trash"""
10388,0,i can't blow bubbles or whistle. i'm basically retarded.
15685,1,"it  yes i'm judging you by the way you dress, bitch."
8572,1,can't fuck with no birches. just can't do it.
16777,2,"it  when americans claim iris is just a ""local threat,"" reply: you mean just to ran, syria, turkey, jordan, said arabia, let&8230;"
16837,1,it  to nights would fuck with you broke or not if they really to nights. you a bitch if you only fuck with to night when they g&8230;
956,2,&127867;&127867;&127867;&127804;&128153;&127913; plus shell crow 
23482,1,wo this bitch is so hatchet holy cap
17872,2,it  if those catch pictures get any more fully i'm going to need a not to decipher them
8850,2,damn i think your redskins lost 
6354,2," nice lie teabagger. just because you want to see it doesn't make it real. like began was a conservative, another huge lie"
4644,0, fuck those maggoty
14091,0,"planters - 5 minutes alone   5 minutes, hussy boy..i'll crush you."
17129,1,it  when be fights your side he &amp; wins 
25114,2,top layer trash.
4751,0," you tell me, soon."
7416,0, that bitch done.. have it to u on sunday my night
23669,0,to bitch on my dick she come to my crib she get passed around no love
14866,2,it  just 113 days until yankees pitcher and catches report.
59,1,"""..all i anna do is get money and fuck model birches!"" - russell summons"
15653,0,it  hussy ass night 
4237,2,  all that trash talk and we win championship!!! you're boring me due nationalchamps
14089,2,"pain locks drama, on russia rhetorically asks ""who could have seen this coming,"" the crowd goes wild cpac2014"
822,2,yankees firecashman i don't want rod back.
17650,0,"it  man, most of you corns couldn't just up in quit to job, if you found out a boss racism, so shut the fuck up. nights love &8230;"
9319,0,"faut noise units don't like duck molested, pro-slavery racism, homophobic teabagger darling phil robertson either "
5464,0," maggoty, old people, people who can't drive, drunk people"
6719,0, call him a cock blocking maggot
13112,0,macdonald pipe self defence beating:  this is one nigger who's hand i would shake. that's how you deal with sheboons.
815,0,westvirginia is full of white trash.
7262,0, ugly em trash go cut
6393,0, night who's bitch u fucking cracked get your gay ass out my mentions.
